transfers	n_species	sample	well	strep_conc	replicate	OD
3	4	4_p15_G03	G3	256	1	0.041
3	4	4_p15_H03	H3	256	1	0.044
3	4	4_p15_A04	A4	256	1	0.042
3	4	4_p15_B04	B4	256	1	0.042
3	4	4_p15_C04	C4	256	1	0.309
3	4	4_p15_D04	D4	256	1	0.317
3	4	4_p15_E04	E4	256	1	0.311
3	4	4_p15_F04	F4	256	1	0.307
3	4	4_p15_G04	G4	256	1	0.045
3	4	4_p15_H04	H4	256	1	0.040
3	4	4_p15_A05	A5	256	1	0.262
3	4	4_p15_B05	B5	256	1	0.262
3	4	4_p15_C05	C5	256	1	0.265
3	4	4_p15_D05	D5	256	1	0.251
3	4	4_p15_E05	E5	256	1	0.275
3	4	4_p15_F05	F5	256	1	0.251
3	4	4_p15_G05	G5	256	1	0.041
3	4	4_p15_H05	H5	256	1	0.042
3	4	4_p15_A06	A6	256	1	0.287
3	4	4_p15_B06	B6	256	1	0.282
3	4	4_p15_C06	C6	256	1	0.286
3	4	4_p15_D06	D6	256	1	0.292
3	4	4_p15_E06	E6	256	1	0.297
3	4	4_p15_F06	F6	256	1	0.286
3	4	4_p15_G06	G6	256	1	0.039
3	4	4_p15_H06	H6	256	1	0.042
3	4	4_p15_A07	A7	256	1	0.304
3	4	4_p15_B07	B7	256	1	0.317
3	4	4_p15_C07	C7	256	1	0.313
3	4	4_p15_D07	D7	256	1	0.299
3	4	4_p15_E07	E7	256	1	0.303
3	4	4_p15_F07	F7	256	1	0.305
3	4	4_p15_G07	G7	256	1	0.041
3	4	4_p15_H07	H7	256	1	0.039
3	4	4_p15_A08	A8	256	1	0.328
3	4	4_p15_B08	B8	256	1	0.298
3	4	4_p15_C08	C8	256	1	0.340
3	4	4_p15_D08	D8	256	1	0.315
3	4	4_p15_E08	E8	256	1	0.334
3	4	4_p15_F08	F8	256	1	0.315
3	4	4_p15_G08	G8	256	1	0.042
3	4	4_p15_H08	H8	256	1	0.040
3	4	4_p15_A09	A9	256	1	0.227
3	4	4_p15_B09	B9	256	1	0.301
3	4	4_p15_C09	C9	256	1	0.233
3	4	4_p15_D09	D9	256	1	0.305
3	4	4_p15_E09	E9	256	1	0.229
3	4	4_p15_F09	F9	256	1	0.225
3	4	4_p15_G09	G9	256	1	0.042
3	4	4_p15_H09	H9	256	1	0.041
3	4	4_p15_A10	A10	256	1	0.304
3	4	4_p15_B10	B10	256	1	0.296
3	4	4_p15_C10	C10	256	1	0.301
3	4	4_p15_D10	D10	256	1	0.303
3	4	4_p15_E10	E10	256	1	0.310
3	4	4_p15_F10	F10	256	1	0.307
3	4	4_p15_G10	G10	256	1	0.041
3	4	4_p15_H10	H10	256	1	0.041
3	4	4_p15_A11	A11	256	1	0.271
3	4	4_p15_B11	B11	256	1	0.339
3	4	4_p15_C11	C11	256	1	0.283
3	4	4_p15_D11	D11	256	1	0.342
3	4	4_p15_E11	E11	256	1	0.267
3	4	4_p15_F11	F11	256	1	0.272
3	4	4_p15_G11	G11	256	1	0.041
3	4	4_p15_H11	H11	256	1	0.041
3	4	4_p15_A12	A12	256	1	0.315
3	4	4_p15_B12	B12	256	1	0.317
3	4	4_p15_C12	C12	256	1	0.331
3	4	4_p15_D12	D12	256	1	0.333
3	4	4_p15_E12	E12	256	1	0.352
3	4	4_p15_F12	F12	256	1	0.324
3	4	4_p15_G12	G12	256	1	0.042
3	4	4_p15_H12	H12	256	1	0.039
3	4	4_p16_A01	A1	256	2	0.044
3	4	4_p16_B01	B1	256	2	0.048
3	4	4_p16_C01	C1	256	2	0.212
3	4	4_p16_D01	D1	256	2	0.284
3	4	4_p16_E01	E1	256	2	0.268
3	4	4_p16_F01	F1	256	2	0.244
3	4	4_p16_G01	G1	256	2	0.045
3	4	4_p16_H01	H1	256	2	0.044
3	4	4_p16_A02	A2	256	2	0.048
3	4	4_p16_B02	B2	256	2	0.045
3	4	4_p16_C02	C2	256	2	0.307
3	4	4_p16_D02	D2	256	2	0.288
3	4	4_p16_E02	E2	256	2	0.286
3	4	4_p16_F02	F2	256	2	0.269
3	4	4_p16_G02	G2	256	2	0.049
3	4	4_p16_H02	H2	256	2	0.052
3	4	4_p16_A03	A3	256	2	0.044
3	4	4_p16_B03	B3	256	2	0.045
3	4	4_p16_C03	C3	256	2	0.267
3	4	4_p16_D03	D3	256	2	0.312
3	4	4_p16_E03	E3	256	2	0.294
3	4	4_p16_F03	F3	256	2	0.322
3	4	4_p16_G03	G3	256	2	0.044
3	4	4_p16_H03	H3	256	2	0.058
3	4	4_p16_A04	A4	256	2	0.044
3	4	4_p16_B04	B4	256	2	0.046
3	4	4_p16_C04	C4	256	2	0.317
3	4	4_p16_D04	D4	256	2	0.306
3	4	4_p16_E04	E4	256	2	0.299
3	4	4_p16_F04	F4	256	2	0.296
3	4	4_p16_G04	G4	256	2	0.045
3	4	4_p16_H04	H4	256	2	0.046
3	4	4_p16_A05	A5	256	2	0.258
3	4	4_p16_B05	B5	256	2	0.267
3	4	4_p16_C05	C5	256	2	0.265
3	4	4_p16_D05	D5	256	2	0.250
3	4	4_p16_E05	E5	256	2	0.253
3	4	4_p16_F05	F5	256	2	0.255
3	4	4_p16_G05	G5	256	2	0.048
3	4	4_p16_H05	H5	256	2	0.045
3	4	4_p16_A06	A6	256	2	0.288
3	4	4_p16_B06	B6	256	2	0.279
3	4	4_p16_C06	C6	256	2	0.267
3	4	4_p16_D06	D6	256	2	0.286
3	4	4_p16_E06	E6	256	2	0.280
3	4	4_p16_F06	F6	256	2	0.304
3	4	4_p16_G06	G6	256	2	0.049
3	4	4_p16_H06	H6	256	2	0.047
3	4	4_p16_A07	A7	256	2	0.307
3	4	4_p16_B07	B7	256	2	0.320
3	4	4_p16_C07	C7	256	2	0.297
3	4	4_p16_D07	D7	256	2	0.307
3	4	4_p16_E07	E7	256	2	0.281
3	4	4_p16_F07	F7	256	2	0.294
3	4	4_p16_G07	G7	256	2	0.046
3	4	4_p16_H07	H7	256	2	0.044
3	4	4_p16_A08	A8	256	2	0.306
3	4	4_p16_B08	B8	256	2	0.289
3	4	4_p16_C08	C8	256	2	0.319
3	4	4_p16_D08	D8	256	2	0.315
3	4	4_p16_E08	E8	256	2	0.330
3	4	4_p16_F08	F8	256	2	0.301
3	4	4_p16_G08	G8	256	2	0.046
3	4	4_p16_H08	H8	256	2	0.049
3	4	4_p16_A09	A9	256	2	0.216
3	4	4_p16_B09	B9	256	2	0.278
3	4	4_p16_C09	C9	256	2	0.317
3	4	4_p16_D09	D9	256	2	0.295
3	4	4_p16_E09	E9	256	2	0.225
3	4	4_p16_F09	F9	256	2	0.280
3	4	4_p16_G09	G9	256	2	0.052
3	4	4_p16_H09	H9	256	2	0.047
3	4	4_p16_A10	A10	256	2	0.287
3	4	4_p16_B10	B10	256	2	0.284
3	4	4_p16_C10	C10	256	2	0.297
3	4	4_p16_D10	D10	256	2	0.294
3	4	4_p16_E10	E10	256	2	0.313
3	4	4_p16_F10	F10	256	2	0.287
3	4	4_p16_G10	G10	256	2	0.043
3	4	4_p16_H10	H10	256	2	0.046
3	4	4_p16_A11	A11	256	2	0.251
3	4	4_p16_B11	B11	256	2	0.301
3	4	4_p16_C11	C11	256	2	0.251
3	4	4_p16_D11	D11	256	2	0.318
3	4	4_p16_E11	E11	256	2	0.272
3	4	4_p16_F11	F11	256	2	0.320
3	4	4_p16_G11	G11	256	2	0.050
3	4	4_p16_H11	H11	256	2	0.046
3	4	4_p16_A12	A12	256	2	0.286
3	4	4_p16_B12	B12	256	2	0.308
3	4	4_p16_C12	C12	256	2	0.328
3	4	4_p16_D12	D12	256	2	0.327
3	4	4_p16_E12	E12	256	2	0.308
3	4	4_p16_F12	F12	256	2	0.315
3	4	4_p16_G12	G12	256	2	0.047
3	4	4_p16_H12	H12	256	2	0.048
5	4	4_p11_A01	A1	16	1	0.04
5	4	4_p11_B01	B1	16	1	0.044
5	4	4_p11_C01	C1	16	1	0.249
5	4	4_p11_D01	D1	16	1	0.309
5	4	4_p11_E01	E1	16	1	0.293
5	4	4_p11_F01	F1	16	1	0.28
5	4	4_p11_G01	G1	16	1	0.045
5	4	4_p11_H01	H1	16	1	0.044
5	4	4_p11_A02	A2	16	1	0.042
5	4	4_p11_B02	B2	16	1	0.043
5	4	4_p11_C02	C2	16	1	0.353
5	4	4_p11_D02	D2	16	1	0.314
5	4	4_p11_E02	E2	16	1	0.295
5	4	4_p11_F02	F2	16	1	0.301
5	4	4_p11_G02	G2	16	1	0.043
5	4	4_p11_H02	H2	16	1	0.042
5	4	4_p11_A03	A3	16	1	0.042
5	4	4_p11_B03	B3	16	1	0.042
5	4	4_p11_C03	C3	16	1	0.252
5	4	4_p11_D03	D3	16	1	0.337
5	4	4_p11_E03	E3	16	1	0.28
5	4	4_p11_F03	F3	16	1	0.297
5	4	4_p11_G03	G3	16	1	0.045
5	4	4_p11_H03	H3	16	1	0.042
5	4	4_p11_A04	A4	16	1	0.044
5	4	4_p11_B04	B4	16	1	0.045
5	4	4_p11_C04	C4	16	1	0.33
5	4	4_p11_D04	D4	16	1	0.315
5	4	4_p11_E04	E4	16	1	0.292
5	4	4_p11_F04	F4	16	1	0.293
5	4	4_p11_G04	G4	16	1	0.041
5	4	4_p11_H04	H4	16	1	0.041
5	4	4_p11_A05	A5	16	1	0.285
5	4	4_p11_B05	B5	16	1	0.301
5	4	4_p11_C05	C5	16	1	0.3
5	4	4_p11_D05	D5	16	1	0.289
5	4	4_p11_E05	E5	16	1	0.298
5	4	4_p11_F05	F5	16	1	0.287
5	4	4_p11_G05	G5	16	1	0.045
5	4	4_p11_H05	H5	16	1	0.042
5	4	4_p11_A06	A6	16	1	0.298
5	4	4_p11_B06	B6	16	1	0.294
5	4	4_p11_C06	C6	16	1	0.291
5	4	4_p11_D06	D6	16	1	0.285
5	4	4_p11_E06	E6	16	1	0.296
5	4	4_p11_F06	F6	16	1	0.292
5	4	4_p11_G06	G6	16	1	0.042
5	4	4_p11_H06	H6	16	1	0.043
5	4	4_p11_A07	A7	16	1	0.295
5	4	4_p11_B07	B7	16	1	0.303
5	4	4_p11_C07	C7	16	1	0.295
5	4	4_p11_D07	D7	16	1	0.294
5	4	4_p11_E07	E7	16	1	0.306
5	4	4_p11_F07	F7	16	1	0.314
5	4	4_p11_G07	G7	16	1	0.042
5	4	4_p11_H07	H7	16	1	0.04
5	4	4_p11_A08	A8	16	1	0.302
5	4	4_p11_B08	B8	16	1	0.292
5	4	4_p11_C08	C8	16	1	0.301
5	4	4_p11_D08	D8	16	1	0.291
5	4	4_p11_E08	E8	16	1	0.321
5	4	4_p11_F08	F8	16	1	0.316
5	4	4_p11_G08	G8	16	1	0.048
5	4	4_p11_H08	H8	16	1	0.04
5	4	4_p11_A09	A9	16	1	0.268
5	4	4_p11_B09	B9	16	1	0.318
5	4	4_p11_C09	C9	16	1	0.27
5	4	4_p11_D09	D9	16	1	0.269
5	4	4_p11_E09	E9	16	1	0.276
5	4	4_p11_F09	F9	16	1	0.328
5	4	4_p11_G09	G9	16	1	0.046
5	4	4_p11_H09	H9	16	1	0.044
5	4	4_p11_A10	A10	16	1	0.344
5	4	4_p11_B10	B10	16	1	0.341
5	4	4_p11_C10	C10	16	1	0.33
5	4	4_p11_D10	D10	16	1	0.33
5	4	4_p11_E10	E10	16	1	0.351
5	4	4_p11_F10	F10	16	1	0.325
5	4	4_p11_G10	G10	16	1	0.042
5	4	4_p11_H10	H10	16	1	0.042
5	4	4_p11_A11	A11	16	1	0.198
5	4	4_p11_B11	B11	16	1	0.326
5	4	4_p11_C11	C11	16	1	0.278
5	4	4_p11_D11	D11	16	1	0.242
5	4	4_p11_E11	E11	16	1	0.281
5	4	4_p11_F11	F11	16	1	0.263
5	4	4_p11_G11	G11	16	1	0.045
5	4	4_p11_H11	H11	16	1	0.042
5	4	4_p11_A12	A12	16	1	0.331
5	4	4_p11_B12	B12	16	1	0.337
5	4	4_p11_C12	C12	16	1	0.315
5	4	4_p11_D12	D12	16	1	0.344
5	4	4_p11_E12	E12	16	1	0.333
5	4	4_p11_F12	F12	16	1	0.304
5	4	4_p11_G12	G12	16	1	0.043
5	4	4_p11_H12	H12	16	1	0.046
5	4	4_p12_A01	A1	16	2	0.039
5	4	4_p12_B01	B1	16	2	0.044
5	4	4_p12_C01	C1	16	2	0.192
5	4	4_p12_D01	D1	16	2	0.282
5	4	4_p12_E01	E1	16	2	0.311
5	4	4_p12_F01	F1	16	2	0.298
5	4	4_p12_G01	G1	16	2	0.038
5	4	4_p12_H01	H1	16	2	0.043
5	4	4_p12_A02	A2	16	2	0.041
5	4	4_p12_B02	B2	16	2	0.041
5	4	4_p12_C02	C2	16	2	0.354
5	4	4_p12_D02	D2	16	2	0.34
5	4	4_p12_E02	E2	16	2	0.306
5	4	4_p12_F02	F2	16	2	0.298
5	4	4_p12_G02	G2	16	2	0.041
5	4	4_p12_H02	H2	16	2	0.04
5	4	4_p12_A03	A3	16	2	0.041
5	4	4_p12_B03	B3	16	2	0.042
5	4	4_p12_C03	C3	16	2	0.219
5	4	4_p12_D03	D3	16	2	0.329
5	4	4_p12_E03	E3	16	2	0.288
5	4	4_p12_F03	F3	16	2	0.292
5	4	4_p12_G03	G3	16	2	0.041
5	4	4_p12_H03	H3	16	2	0.041
5	4	4_p12_A04	A4	16	2	0.041
5	4	4_p12_B04	B4	16	2	0.042
5	4	4_p12_C04	C4	16	2	0.324
5	4	4_p12_D04	D4	16	2	0.318
5	4	4_p12_E04	E4	16	2	0.32
5	4	4_p12_F04	F4	16	2	0.329
5	4	4_p12_G04	G4	16	2	0.3
5	4	4_p12_H04	H4	16	2	0.042
5	4	4_p12_A05	A5	16	2	0.289
5	4	4_p12_B05	B5	16	2	0.301
5	4	4_p12_C05	C5	16	2	0.293
5	4	4_p12_D05	D5	16	2	0.287
5	4	4_p12_E05	E5	16	2	0.301
5	4	4_p12_F05	F5	16	2	0.285
5	4	4_p12_G05	G5	16	2	0.041
5	4	4_p12_H05	H5	16	2	0.04
5	4	4_p12_A06	A6	16	2	0.276
5	4	4_p12_B06	B6	16	2	0.296
5	4	4_p12_C06	C6	16	2	0.289
5	4	4_p12_D06	D6	16	2	0.285
5	4	4_p12_E06	E6	16	2	0.286
5	4	4_p12_F06	F6	16	2	0.279
5	4	4_p12_G06	G6	16	2	0.042
5	4	4_p12_H06	H6	16	2	0.042
5	4	4_p12_A07	A7	16	2	0.301
5	4	4_p12_B07	B7	16	2	0.29
5	4	4_p12_C07	C7	16	2	0.3
5	4	4_p12_D07	D7	16	2	0.288
5	4	4_p12_E07	E7	16	2	0.302
5	4	4_p12_F07	F7	16	2	0.316
5	4	4_p12_G07	G7	16	2	0.044
5	4	4_p12_H07	H7	16	2	0.046
5	4	4_p12_A08	A8	16	2	0.298
5	4	4_p12_B08	B8	16	2	0.279
5	4	4_p12_C08	C8	16	2	0.29
5	4	4_p12_D08	D8	16	2	0.286
5	4	4_p12_E08	E8	16	2	0.303
5	4	4_p12_F08	F8	16	2	0.297
5	4	4_p12_G08	G8	16	2	0.043
5	4	4_p12_H08	H8	16	2	0.041
5	4	4_p12_A09	A9	16	2	0.26
5	4	4_p12_B09	B9	16	2	0.329
5	4	4_p12_C09	C9	16	2	0.265
5	4	4_p12_D09	D9	16	2	0.3
5	4	4_p12_E09	E9	16	2	0.269
5	4	4_p12_F09	F9	16	2	0.321
5	4	4_p12_G09	G9	16	2	0.043
5	4	4_p12_H09	H9	16	2	0.042
5	4	4_p12_A10	A10	16	2	0.332
5	4	4_p12_B10	B10	16	2	0.326
5	4	4_p12_C10	C10	16	2	0.334
5	4	4_p12_D10	D10	16	2	0.331
5	4	4_p12_E10	E10	16	2	0.336
5	4	4_p12_F10	F10	16	2	0.326
5	4	4_p12_G10	G10	16	2	0.041
5	4	4_p12_H10	H10	16	2	0.041
5	4	4_p12_A11	A11	16	2	0.266
5	4	4_p12_B11	B11	16	2	0.321
5	4	4_p12_C11	C11	16	2	0.269
5	4	4_p12_D11	D11	16	2	0.273
5	4	4_p12_E11	E11	16	2	0.31
5	4	4_p12_F11	F11	16	2	0.269
5	4	4_p12_G11	G11	16	2	0.041
5	4	4_p12_H11	H11	16	2	0.041
5	4	4_p12_A12	A12	16	2	0.325
5	4	4_p12_B12	B12	16	2	0.331
5	4	4_p12_C12	C12	16	2	0.333
5	4	4_p12_D12	D12	16	2	0.35
5	4	4_p12_E12	E12	16	2	0.348
5	4	4_p12_F12	F12	16	2	0.32
5	4	4_p12_G12	G12	16	2	0.042
5	4	4_p12_H12	H12	16	2	0.043
5	4	4_p13_A01	A1	64	1	0.038
5	4	4_p13_B01	B1	64	1	0.041
5	4	4_p13_C01	C1	64	1	0.266
5	4	4_p13_D01	D1	64	1	0.306
5	4	4_p13_E01	E1	64	1	0.287
5	4	4_p13_F01	F1	64	1	0.264
5	4	4_p13_G01	G1	64	1	0.039
5	4	4_p13_H01	H1	64	1	0.039
5	4	4_p13_A02	A2	64	1	0.043
5	4	4_p13_B02	B2	64	1	0.038
5	4	4_p13_C02	C2	64	1	0.314
5	4	4_p13_D02	D2	64	1	0.286
5	4	4_p13_E02	E2	64	1	0.302
5	4	4_p13_F02	F2	64	1	0.296
5	4	4_p13_G02	G2	64	1	0.039
5	4	4_p13_H02	H2	64	1	0.039
5	4	4_p13_A03	A3	64	1	0.039
5	4	4_p13_B03	B3	64	1	0.038
5	4	4_p13_C03	C3	64	1	0.264
5	4	4_p13_D03	D3	64	1	0.304
5	4	4_p13_E03	E3	64	1	0.287
5	4	4_p13_F03	F3	64	1	0.288
5	4	4_p13_G03	G3	64	1	0.04
5	4	4_p13_H03	H3	64	1	0.04
5	4	4_p13_A04	A4	64	1	0.04
5	4	4_p13_B04	B4	64	1	0.039
5	4	4_p13_C04	C4	64	1	0.324
5	4	4_p13_D04	D4	64	1	0.318
5	4	4_p13_E04	E4	64	1	0.282
5	4	4_p13_F04	F4	64	1	0.28
5	4	4_p13_G04	G4	64	1	0.039
5	4	4_p13_H04	H4	64	1	0.042
5	4	4_p13_A05	A5	64	1	0.285
5	4	4_p13_B05	B5	64	1	0.303
5	4	4_p13_C05	C5	64	1	0.294
5	4	4_p13_D05	D5	64	1	0.283
5	4	4_p13_E05	E5	64	1	0.287
5	4	4_p13_F05	F5	64	1	0.282
5	4	4_p13_G05	G5	64	1	0.041
5	4	4_p13_H05	H5	64	1	0.26
5	4	4_p13_A06	A6	64	1	0.281
5	4	4_p13_B06	B6	64	1	0.282
5	4	4_p13_C06	C6	64	1	0.285
5	4	4_p13_D06	D6	64	1	0.285
5	4	4_p13_E06	E6	64	1	0.257
5	4	4_p13_F06	F6	64	1	0.289
5	4	4_p13_G06	G6	64	1	0.041
5	4	4_p13_H06	H6	64	1	0.041
5	4	4_p13_A07	A7	64	1	0.287
5	4	4_p13_B07	B7	64	1	0.299
5	4	4_p13_C07	C7	64	1	0.299
5	4	4_p13_D07	D7	64	1	0.287
5	4	4_p13_E07	E7	64	1	0.29
5	4	4_p13_F07	F7	64	1	0.314
5	4	4_p13_G07	G7	64	1	0.042
5	4	4_p13_H07	H7	64	1	0.042
5	4	4_p13_A08	A8	64	1	0.28
5	4	4_p13_B08	B8	64	1	0.285
5	4	4_p13_C08	C8	64	1	0.284
5	4	4_p13_D08	D8	64	1	0.289
5	4	4_p13_E08	E8	64	1	0.296
5	4	4_p13_F08	F8	64	1	0.309
5	4	4_p13_G08	G8	64	1	0.043
5	4	4_p13_H08	H8	64	1	0.044
5	4	4_p13_A09	A9	64	1	0.266
5	4	4_p13_B09	B9	64	1	0.281
5	4	4_p13_C09	C9	64	1	0.274
5	4	4_p13_D09	D9	64	1	0.324
5	4	4_p13_E09	E9	64	1	0.275
5	4	4_p13_F09	F9	64	1	0.276
5	4	4_p13_G09	G9	64	1	0.041
5	4	4_p13_H09	H9	64	1	0.042
5	4	4_p13_A10	A10	64	1	0.285
5	4	4_p13_B10	B10	64	1	0.303
5	4	4_p13_C10	C10	64	1	0.303
5	4	4_p13_D10	D10	64	1	0.302
5	4	4_p13_E10	E10	64	1	0.305
5	4	4_p13_F10	F10	64	1	0.338
5	4	4_p13_G10	G10	64	1	0.042
5	4	4_p13_H10	H10	64	1	0.04
5	4	4_p13_A11	A11	64	1	0.252
5	4	4_p13_B11	B11	64	1	0.259
5	4	4_p13_C11	C11	64	1	0.211
5	4	4_p13_D11	D11	64	1	0.256
5	4	4_p13_E11	E11	64	1	0.245
5	4	4_p13_F11	F11	64	1	0.262
5	4	4_p13_G11	G11	64	1	0.039
5	4	4_p13_H11	H11	64	1	0.04
5	4	4_p13_A12	A12	64	1	0.292
5	4	4_p13_B12	B12	64	1	0.309
5	4	4_p13_C12	C12	64	1	0.31
5	4	4_p13_D12	D12	64	1	0.267
5	4	4_p13_E12	E12	64	1	0.325
5	4	4_p13_F12	F12	64	1	0.314
5	4	4_p13_G12	G12	64	1	0.041
5	4	4_p13_H12	H12	64	1	0.045
5	4	4_p14_A01	A1	64	2	0.039
5	4	4_p14_B01	B1	64	2	0.042
5	4	4_p14_C01	C1	64	2	0.26
5	4	4_p14_D01	D1	64	2	0.26
5	4	4_p14_E01	E1	64	2	0.299
5	4	4_p14_F01	F1	64	2	0.279
5	4	4_p14_G01	G1	64	2	0.041
5	4	4_p14_H01	H1	64	2	0.042
5	4	4_p14_A02	A2	64	2	0.04
5	4	4_p14_B02	B2	64	2	0.045
5	4	4_p14_C02	C2	64	2	0.334
5	4	4_p14_D02	D2	64	2	0.345
5	4	4_p14_E02	E2	64	2	0.313
5	4	4_p14_F02	F2	64	2	0.307
5	4	4_p14_G02	G2	64	2	0.04
5	4	4_p14_H02	H2	64	2	0.042
5	4	4_p14_A03	A3	64	2	0.039
5	4	4_p14_B03	B3	64	2	0.041
5	4	4_p14_C03	C3	64	2	0.271
5	4	4_p14_D03	D3	64	2	0.32
5	4	4_p14_E03	E3	64	2	0.298
5	4	4_p14_F03	F3	64	2	0.287
5	4	4_p14_G03	G3	64	2	0.04
5	4	4_p14_H03	H3	64	2	0.041
5	4	4_p14_A04	A4	64	2	0.04
5	4	4_p14_B04	B4	64	2	0.041
5	4	4_p14_C04	C4	64	2	0.336
5	4	4_p14_D04	D4	64	2	0.321
5	4	4_p14_E04	E4	64	2	0.295
5	4	4_p14_F04	F4	64	2	0.317
5	4	4_p14_G04	G4	64	2	0.04
5	4	4_p14_H04	H4	64	2	0.042
5	4	4_p14_A05	A5	64	2	0.302
5	4	4_p14_B05	B5	64	2	0.304
5	4	4_p14_C05	C5	64	2	0.302
5	4	4_p14_D05	D5	64	2	0.294
5	4	4_p14_E05	E5	64	2	0.296
5	4	4_p14_F05	F5	64	2	0.292
5	4	4_p14_G05	G5	64	2	0.041
5	4	4_p14_H05	H5	64	2	0.04
5	4	4_p14_A06	A6	64	2	0.3
5	4	4_p14_B06	B6	64	2	0.303
5	4	4_p14_C06	C6	64	2	0.294
5	4	4_p14_D06	D6	64	2	0.29
5	4	4_p14_E06	E6	64	2	0.295
5	4	4_p14_F06	F6	64	2	0.294
5	4	4_p14_G06	G6	64	2	0.041
5	4	4_p14_H06	H6	64	2	0.043
5	4	4_p14_A07	A7	64	2	0.305
5	4	4_p14_B07	B7	64	2	0.304
5	4	4_p14_C07	C7	64	2	0.309
5	4	4_p14_D07	D7	64	2	0.287
5	4	4_p14_E07	E7	64	2	0.318
5	4	4_p14_F07	F7	64	2	0.324
5	4	4_p14_G07	G7	64	2	0.042
5	4	4_p14_H07	H7	64	2	0.042
5	4	4_p14_A08	A8	64	2	0.297
5	4	4_p14_B08	B8	64	2	0.296
5	4	4_p14_C08	C8	64	2	0.299
5	4	4_p14_D08	D8	64	2	0.291
5	4	4_p14_E08	E8	64	2	0.311
5	4	4_p14_F08	F8	64	2	0.308
5	4	4_p14_G08	G8	64	2	0.041
5	4	4_p14_H08	H8	64	2	0.042
5	4	4_p14_A09	A9	64	2	0.266
5	4	4_p14_B09	B9	64	2	0.285
5	4	4_p14_C09	C9	64	2	0.224
5	4	4_p14_D09	D9	64	2	0.218
5	4	4_p14_E09	E9	64	2	0.273
5	4	4_p14_F09	F9	64	2	0.297
5	4	4_p14_G09	G9	64	2	0.042
5	4	4_p14_H09	H9	64	2	0.043
5	4	4_p14_A10	A10	64	2	0.334
5	4	4_p14_B10	B10	64	2	0.317
5	4	4_p14_C10	C10	64	2	0.297
5	4	4_p14_D10	D10	64	2	0.295
5	4	4_p14_E10	E10	64	2	0.352
5	4	4_p14_F10	F10	64	2	0.339
5	4	4_p14_G10	G10	64	2	0.042
5	4	4_p14_H10	H10	64	2	0.042
5	4	4_p14_A11	A11	64	2	0.263
5	4	4_p14_B11	B11	64	2	0.263
5	4	4_p14_C11	C11	64	2	0.275
5	4	4_p14_D11	D11	64	2	0.262
5	4	4_p14_E11	E11	64	2	0.278
5	4	4_p14_F11	F11	64	2	0.276
5	4	4_p14_G11	G11	64	2	0.042
5	4	4_p14_H11	H11	64	2	0.042
5	4	4_p14_A12	A12	64	2	0.315
5	4	4_p14_B12	B12	64	2	0.349
5	4	4_p14_C12	C12	64	2	0.334
5	4	4_p14_D12	D12	64	2	0.314
5	4	4_p14_E12	E12	64	2	0.34
5	4	4_p14_F12	F12	64	2	0.338
5	4	4_p14_G12	G12	64	2	0.042
5	4	4_p14_H12	H12	64	2	0.044
5	4	4_p15_A01	A1	256	1	0.04
5	4	4_p15_B01	B1	256	1	0.045
5	4	4_p15_C01	C1	256	1	0.217
5	4	4_p15_D01	D1	256	1	0.281
5	4	4_p15_E01	E1	256	1	0.277
5	4	4_p15_F01	F1	256	1	0.253
5	4	4_p15_G01	G1	256	1	0.039
5	4	4_p15_H01	H1	256	1	0.217
5	4	4_p15_A02	A2	256	1	0.042
5	4	4_p15_B02	B2	256	1	0.041
5	4	4_p15_C02	C2	256	1	0.3
5	4	4_p15_D02	D2	256	1	0.293
5	4	4_p15_E02	E2	256	1	0.302
5	4	4_p15_F02	F2	256	1	0.279
5	4	4_p15_G02	G2	256	1	0.04
5	4	4_p15_H02	H2	256	1	0.219
5	4	4_p15_A03	A3	256	1	0.041
5	4	4_p15_B03	B3	256	1	0.04
5	4	4_p15_C03	C3	256	1	0.26
5	4	4_p15_D03	D3	256	1	0.25
5	4	4_p15_E03	E3	256	1	0.283
5	4	4_p15_F03	F3	256	1	0.284
5	4	4_p15_G03	G3	256	1	0.04
5	4	4_p15_H03	H3	256	1	0.04
5	4	4_p15_A04	A4	256	1	0.041
5	4	4_p15_B04	B4	256	1	0.041
5	4	4_p15_C04	C4	256	1	0.317
5	4	4_p15_D04	D4	256	1	0.317
5	4	4_p15_E04	E4	256	1	0.312
5	4	4_p15_F04	F4	256	1	0.3
5	4	4_p15_G04	G4	256	1	0.039
5	4	4_p15_H04	H4	256	1	0.042
5	4	4_p15_A05	A5	256	1	0.245
5	4	4_p15_B05	B5	256	1	0.269
5	4	4_p15_C05	C5	256	1	0.244
5	4	4_p15_D05	D5	256	1	0.243
5	4	4_p15_E05	E5	256	1	0.257
5	4	4_p15_F05	F5	256	1	0.251
5	4	4_p15_G05	G5	256	1	0.042
5	4	4_p15_H05	H5	256	1	0.039
5	4	4_p15_A06	A6	256	1	0.282
5	4	4_p15_B06	B6	256	1	0.292
5	4	4_p15_C06	C6	256	1	0.278
5	4	4_p15_D06	D6	256	1	0.276
5	4	4_p15_E06	E6	256	1	0.28
5	4	4_p15_F06	F6	256	1	0.293
5	4	4_p15_G06	G6	256	1	0.04
5	4	4_p15_H06	H6	256	1	0.042
5	4	4_p15_A07	A7	256	1	0.294
5	4	4_p15_B07	B7	256	1	0.283
5	4	4_p15_C07	C7	256	1	0.282
5	4	4_p15_D07	D7	256	1	0.282
5	4	4_p15_E07	E7	256	1	0.306
